tweet_id,reply_datetime,username
1511755329255751683,2022-04-07 15:19:30.995902,GreenhouseData
1511395745684856842,2022-04-07 15:20:03.539435,CPR_India
1511805704616935426,2022-04-07 17:20:33.981961,ambalbi
1511985860631306241,2022-04-07 17:20:59.873626,thejournal_ie
1511751376988164101,2022-04-07 20:59:08.882719,CleanProsperity
1511014618914705420,2022-04-07 22:00:57.768164,Mic4815162342
1511990439284547591,2022-04-07 22:01:33.711400,Empa_CH
1511811311554150404,2022-04-08 14:32:45.255261,malamuddy_h
1511813253433032706,2022-04-08 14:33:23.688301,mcwhirter_scott
1512362304758767616,2022-04-08 14:38:04.995180,BusinessTrumpet
1511723445276463105,2022-04-08 14:38:20.972193,ochreblue
1512152590599008269,2022-04-08 14:39:51.295187,domipalmer
1511999785519108096,2022-04-08 14:41:30.218194,EUTenders
1511821502127407105,2022-04-08 14:42:09.232961,AlanJMitchell_
1512189348690735110,2022-04-08 14:50:36.962342,rodrigonh2
1512281416083640326,2022-04-08 14:50:43.108075,jhchadwick
1511873225667452929,2022-04-08 19:17:23.865237,RabbittHannah
1512246372027846657,2022-04-08 19:17:30.076596,Nepal_News_En
1512393505704136706,2022-04-08 20:21:54.034225,WizePenguin
1511691641278631940,2022-04-08 20:22:00.688190,ghgsat
1512520673519976448,2022-04-08 22:21:04.369763,IFAD
1512055790051409928,2022-04-08 22:21:11.119157,CommsEarth
1512045328790429705,2022-04-09 02:25:19.925561,mTOMADY
1511859549413728261,2022-04-09 02:25:27.653039,progressntwrk
1512121091245977603,2022-04-09 03:28:37.099026,exxonmobil
1511681442044157961,2022-04-09 03:28:41.712110,asknowyes
1511613259769683970,2022-04-09 04:26:28.123150,Andy_Scollick
1512098442121781256,2022-04-09 04:26:41.941145,rapplerdotcom
1512391803705692162,2022-04-09 06:24:44.894542,hubervroni
1512297071629389824,2022-04-09 06:24:50.912573,happybcast
1512057209341067268,2022-04-09 08:23:40.877129,IslandsInnovate
1511703015857737734,2022-04-09 08:24:02.972804,Living4Earth
1512322763691683842,2022-04-09 11:17:58.470012,livemint
1511373310114013189,2022-04-09 11:18:20.862525,HumanProgress
1512325340672278528,2022-04-09 13:25:14.353983,rix_trevor
1511071905075318787,2022-04-09 13:25:20.135171,rdcarrington
1511647936232493056,2022-04-09 15:21:21.390017,CASAClimate
1511055545960218631,2022-04-09 15:21:36.099754,PublicAfghan
1512263966562603008,2022-04-09 17:20:05.678056,prdthailand
1511800340189908993,2022-04-09 17:20:15.460164,FlorianGraichen
1509983940458688512,2022-04-09 19:16:08.394345,UNDP
1511678729608704006,2022-04-09 19:16:20.755167,Aajibolah
1512449408817795075,2022-04-09 22:20:29.219237,maxfawcett
1510523929110081540,2022-04-09 22:20:41.474456,langityang7
1511646670395568131,2022-04-09 23:20:07.403744,PradipBurmanIND
1512691113609605120,2022-04-09 23:20:18.598896,danroliver
1511568354775306241,2022-04-10 02:37:16.325902,UNDP_Bhutan
1512063091680313355,2022-04-10 02:37:23.441317,chinadialogue
1511808223392673794,2022-04-10 04:26:04.324539,Owen19671
1512924446264373256,2022-04-10 04:26:16.898467,MelWhittaker5
1511861125666975744,2022-04-10 08:23:47.989906,sparkii
1511862033876234240,2022-04-10 08:24:21.485966,ChasPeeps
1512199797536661514,2022-04-10 11:17:52.198756,TheBTI
1511015111993004041,2022-04-10 11:18:03.504890,manatrue
1510630702370500611,2022-04-10 13:25:30.922176,NationAfrica
1513020553036468225,2022-04-10 13:25:40.461852,SupunPrakash
1511036647584014338,2022-04-10 15:21:42.357296,bobglen1
1512050857071755277,2022-04-10 15:22:15.318696,king_frempong
1510876204362043392,2022-04-10 17:21:00.505200,Consumers_Kenya
1512017142287253505,2022-04-10 17:21:11.372687,CharleneFenste1
1513222762151788547,2022-04-10 19:16:38.850083,ComeOnM48634420
1513220320035016714,2022-04-10 19:17:45.231142,brewbyrd
1512457570295943170,2022-04-10 20:21:07.816157,CoSETng
1510891366133518338,2022-04-10 20:21:15.435421,rk70534
1512255935019827201,2022-04-10 22:20:35.120696,feligato_
1513077129470447620,2022-04-10 22:21:01.311418,Better4Hughes
1512894472501215235,2022-04-10 23:20:58.096424,numquamaeternam
1512061520720510980,2022-04-10 23:21:02.147889,ygskenya
1513321694295134210,2022-04-11 03:44:09.110851,wendoureeswans
1512751937233784833,2022-04-11 03:44:15.786797,creatingchange
1512447104588857346,2022-04-11 04:27:12.297492,CarbonAmerica
1511628007567687684,2022-04-11 04:27:53.715299,JarrafHamimBD
1513090926092201986,2022-04-11 06:26:35.610790,DCBMEP
1511597248005963776,2022-04-11 06:26:55.359635,NRDC_India
1511941726050521092,2022-04-11 08:25:53.393351,StigmabaseU
1513086274093346823,2022-04-11 08:26:00.020714,MalurusSally
1512322927060041730,2022-04-11 11:18:08.342941,openclimatedata
1512214202307395584,2022-04-11 11:19:01.505888,DustinMulvaney
1512454117200904201,2022-04-11 13:31:38.741146,WeiZhangAtmos
1512498118973087749,2022-04-11 13:31:44.840926,nitrone
1511775553589858310,2022-04-11 15:23:03.989855,Borax80048686
1513449610299203588,2022-04-11 15:23:48.828992,BMZ_Climate
1511775282767839238,2022-04-11 19:17:33.447558,Mel_BrooksSA
1512304511599095815,2022-04-11 19:17:53.528602,KyleChisek
1513558083502587907,2022-04-11 20:22:21.903292,resilienceSci
1513508406967083010,2022-04-11 20:23:01.939779,CentreEnvRights
1512050457430138882,2022-04-11 22:20:34.546347,MarkZob
1512490577794940930,2022-04-11 22:20:51.045975,WorldAgriTech
1512425547422486537,2022-04-11 23:21:44.294408,alain_co
1511674297085235206,2022-04-11 23:22:17.998888,Suhani009932184
1513509946616213506,2022-04-12 02:42:47.274425,swissforextradi
1511285045604061190,2022-04-12 02:43:02.742569,jgkoomey
1512451537993445380,2022-04-12 04:27:02.097470,ClrMarkHackett
1512203860223438855,2022-04-12 04:27:09.888607,TheGrizzlyPaw
1513153635127021571,2022-04-12 06:26:05.400223,drivandalism
1512463239971581953,2022-04-12 06:26:15.275101,IanHugh07940666
1513587561947701257,2022-04-12 08:25:49.723350,rff
1512097230680850434,2022-04-12 08:26:28.688824,recepaydin68
1512346127072473096,2022-04-12 11:17:46.893893,rajenlimbu1
1511710206337634310,2022-04-12 11:18:53.276329,altereco2050
1513830549261066240,2022-04-12 17:25:05.356796,IamExpatJobs
1513921156415373319,2022-04-12 17:25:15.897492,H2Standard
1513957630368268291,2022-04-12 19:17:23.728399,WFAE
1511775565149319178,2022-04-12 19:18:19.147647,lindafmanuel
1513509557649260545,2022-04-12 20:22:26.304448,_Sindelo
1513891944870596609,2022-04-12 20:23:22.612108,BrianLeddin
1513964476239917056,2022-04-12 22:20:33.237734,mozinity
1511776016200572939,2022-04-12 22:20:50.955931,KlengenbergDan
1513943879434870792,2022-04-13 02:46:30.446131,getradified
1513845973579091970,2022-04-13 02:46:51.456715,AFiscutean
1513907866301698056,2022-04-13 03:38:08.814206,fedupofpollys
1513890712848322562,2022-04-13 03:38:19.488051,WesselBaden
1514061723589746688,2022-04-13 04:28:13.505645,OmanReagan
1511776626023047171,2022-04-13 04:28:29.361260,ArtofMCordova
1513964974506401797,2022-04-13 06:26:51.023640,ANBABrasilArabe
1513487032101662720,2022-04-13 06:27:07.337322,Jzoungrana
1511782400560443403,2022-04-13 08:26:39.640248,louistourillon
1513635304954990598,2022-04-13 08:26:47.002027,csen_nomads
1512667183725350922,2022-04-13 11:17:50.407279,CarlosMusfeldt
1514199517993840650,2022-04-13 11:18:07.757043,LaFrenchFabTalk
1514076418740695048,2022-04-13 13:30:30.398248,kat_marianna
1514189152115339265,2022-04-13 13:30:44.697352,cesispa
1511730786717773824,2022-04-13 15:22:19.904612,mozidalam
1514038479155515394,2022-04-13 15:22:37.726824,EuronewsBloxFan
1513767703550754818,2022-04-13 19:17:58.358730,ANU_ICEDS
1513724011603062786,2022-04-13 19:18:47.647361,Crof
1512975953433350144,2022-04-13 20:22:38.831314,lowcarbonpower
1514252459522367492,2022-04-13 20:22:51.567342,plrsTweet
1511737598854991879,2022-04-13 22:20:38.327818,SaleemulHuq
1514259325920976901,2022-04-13 22:20:48.611691,scotgovopen
1514151068908806144,2022-04-13 23:20:11.309951,PaulPaul49
1514104945200541700,2022-04-13 23:20:20.642023,DunreckP
1512425671322185738,2022-04-14 06:26:28.060420,mem_somerville
1514235821431615493,2022-04-14 06:26:34.617471,ians_india
1514368845527621636,2022-04-14 08:27:30.774276,mfe_news
1514492450047508482,2022-04-14 08:27:37.946867,BOGallachoir
1514508178217709568,2022-04-14 11:18:15.942678,colmpbyrne
1514202549791956993,2022-04-14 11:18:36.253644,BasuAshis
1514249601615814656,2022-04-14 15:23:14.279652,FinancialTimes
1514595829427978242,2022-04-14 15:23:23.065039,YIL_Initiative
1514631367241310213,2022-04-14 17:24:16.608486,corporateknight
1514579106113142784,2022-04-14 17:24:48.775332,giz_india
1513283437678850048,2022-04-14 19:18:10.040689,CherylW37854904
1514600500351492107,2022-04-14 19:18:31.925321,OFCKNGlamorous_
1514581925037551628,2022-04-14 22:22:35.753121,tom_hubert
1514677051441225742,2022-04-14 22:22:58.353365,energiaverdepr
1514375808214876164,2022-04-14 23:20:53.862856,MoroccoWNews
1514582978323701769,2022-04-14 23:21:17.807864,stefandraschan
1514778054521864192,2022-04-15 03:03:52.728362,ReutersScience
1514629300175220744,2022-04-15 03:04:48.302021,wilsonCEF
1514788106050093056,2022-04-15 04:40:12.117485,geekinscrubs
1512699219655680006,2022-04-15 04:40:21.410821,epincion1
1514624297846939652,2022-04-15 06:26:22.273854,Hans_Zomer
1514156845576900613,2022-04-15 06:26:32.374345,jacmauber
1514873847207456768,2022-04-15 08:25:56.991573,IndiaToday
1513100116244287491,2022-04-15 08:26:11.363391,LuckmannDr
1514850920823205888,2022-04-15 11:17:37.501980,AfricaTimesofN1
1514907509785571332,2022-04-15 11:17:41.161637,MirrorOfMirrors
1514720000279412742,2022-04-15 13:28:59.963698,civicpolicy
1514850879391690755,2022-04-15 13:29:15.374457,seikyoofficial
1514854293802786819,2022-04-15 15:22:24.170060,SiemDeCleyn
1514137521613012992,2022-04-15 15:22:32.628295,Murugan75635873
1514881964901232641,2022-04-15 17:23:35.484213,airnewsalerts
1514286414527148033,2022-04-15 17:24:23.898069,LaurelLammers
1514883795043995648,2022-04-15 19:19:02.670252,LMdiplo
1514313212321099777,2022-04-15 19:19:09.266018,virginia_black2
1514525932929060864,2022-04-15 20:22:39.924487,parkhun
1514601033372094477,2022-04-15 20:22:51.879147,Arnold_Azumah
1514997646565457925,2022-04-15 22:20:46.576164,MariekeWalsh
1514883742204112901,2022-04-15 22:21:03.014060,Niels5549
1514610050538516491,2022-04-15 23:21:20.215869,klimaware
1515070016005234689,2022-04-15 23:21:36.614318,good
1515073479867084803,2022-04-16 02:27:30.541119,EcofactEcology
1515042275046223872,2022-04-16 02:27:33.889461,InformedOps
1514722947520471052,2022-04-16 04:27:32.891589,JustBlazeDro
1515067568012288001,2022-04-16 04:27:48.050901,rexglacer
1515112438861021186,2022-04-16 06:25:33.033688,stopfascismnet
1514200061584068615,2022-04-16 06:25:39.698535,EnergyreferralX
1514992082569543683,2022-04-16 08:24:20.640109,CarbonCreditRes
1514877435522785281,2022-04-16 08:24:34.442405,tetoroa
1514852074332188674,2022-04-16 11:17:49.980068,seneca_esg
1514929895394226188,2022-04-16 11:18:13.665823,a_b_omar
1515246114240270338,2022-04-16 13:26:28.435270,maritimedigitv
1514200902856544258,2022-04-16 13:26:49.929900,BF_UK
1514939045113384969,2022-04-16 15:22:07.144106,ProfTerryHughes
1515111965735141384,2022-04-16 15:22:23.011294,AkwyZ
1515147971851128833,2022-04-16 17:20:55.713336,MayadeenEnglish
1514404881100025856,2022-04-16 17:21:06.874763,Sybertuts
1515271259260477440,2022-04-16 19:16:29.343553,eng_lee7
1515382010008653828,2022-04-16 19:16:38.794006,themainichi
1514939214030426115,2022-04-16 20:21:12.727787,JHandwerg
1515355317659475971,2022-04-16 20:21:24.329671,ConnectAID_int
1515236850050416645,2022-04-16 23:20:25.562627,calin_a
1514994004894658562,2022-04-16 23:20:35.563084,ALMcInnis1
1515415321359929351,2022-04-17 02:37:42.075648,jackisabigot
1515468580137148421,2022-04-17 02:38:11.561499,fact_mirrorr
1515389909434966017,2022-04-17 03:32:55.343747,ramez
1515309409437634565,2022-04-17 03:33:56.712417,ChuckJolley
1515360069327761421,2022-04-17 04:26:17.738047,PinkEle31705153
1515329171806896130,2022-04-17 04:26:45.254672,CBCWindsor
1514611438513401874,2022-04-17 06:25:37.208302,BLefty84
1515315407971889153,2022-04-17 06:26:15.075320,mordimpy
1514986075210592259,2022-04-17 08:25:08.832950,infointuitive
1515556729311879177,2022-04-17 08:25:34.919690,japantimes
1515574042169909251,2022-04-17 15:21:31.881002,UNICEFROSA
1515541219710935045,2022-04-17 15:22:28.208124,futurepundit
1515043028788027402,2022-04-17 17:20:39.659266,CIMMYT
1515474327411752963,2022-04-17 17:21:01.019583,Tank9999
1514937570089750538,2022-04-17 20:21:02.756982,Kizwiz6
1514941088897056772,2022-04-17 20:21:17.118475,ChristineMilne
1515706706629730309,2022-04-17 22:21:03.961359,CBCToronto
1514878759148601345,2022-04-17 22:21:25.768131,jlbps
1515752177553350658,2022-04-17 23:21:04.144803,Le_FaiCee
1514889157868457987,2022-04-17 23:21:10.530677,hmbreck
1515619106845777929,2022-04-18 02:57:16.164582,earthandhuman1
1514880853578436611,2022-04-18 02:58:18.737316,nicolasnicola22
1515869854695555078,2022-04-18 03:45:15.248261,MIMA_MALAYSIA
1515751547879133185,2022-04-18 03:46:43.316781,sandra_harris
1515269965049303042,2022-04-18 04:30:23.103808,FAO_XUEBINGSUN
1515556912783372291,2022-04-18 04:31:05.249839,jlfleite
1515297740665806851,2022-04-18 06:27:05.206493,NormRCN31
1514354172459683853,2022-04-18 06:27:44.094078,Genx_Genx_
1515963566343561217,2022-04-18 08:26:58.687819,KenmareRes
1515933398354825219,2022-04-18 08:27:16.267854,TokyoHappenings
1515987859181871107,2022-04-18 11:17:43.207817,Riot_4atrox
1516008669795831808,2022-04-18 11:18:22.640067,sjrotter
1515919302045712390,2022-04-18 13:31:57.838053,CIFOR
1515474457673932802,2022-04-18 13:33:58.032503,michaelpurvis64
1515370300476641286,2022-04-18 15:21:55.170161,lalitbogra
1515993566933364736,2022-04-18 15:22:50.203861,FourKites
1515919560834232324,2022-04-18 17:26:15.544081,Ibrodollars
1516072071859687431,2022-04-18 17:26:27.018395,EnergyCorridor
1515385013834944513,2022-04-18 20:22:52.240645,BobOne4All
1516027937530818560,2022-04-18 20:24:37.776068,EnergyReviewME
1514721421632626695,2022-04-18 22:22:05.166973,Eco1stArt
1515613893564936198,2022-04-18 22:22:17.558007,CraigHoffman11
1515959718438604802,2022-04-18 23:17:27.055584,collamba
1516162673452490766,2022-04-18 23:17:34.321636,drawdownga
1516084487465189380,2022-04-19 03:04:07.435624,UNDPClimate
1516014206386114562,2022-04-19 03:04:23.656746,AlbertMylesAM
1514722374880428042,2022-04-19 06:26:51.838906,UNM_Law
1516282442843369472,2022-04-19 06:26:58.525041,BusinessMirror
1516274165510291458,2022-04-19 11:18:49.670704,pburgert
1516207073687748608,2022-04-19 11:18:56.537562,brandsynario
1515354969766969345,2022-04-19 13:39:18.843482,realcanuk
1516168288694423561,2022-04-19 13:39:30.023295,sunlorrie
1516184304119947267,2022-04-19 15:23:07.089326,dabar00
1515497376101797889,2022-04-19 15:23:22.198472,EnalNovie
1516466952117620737,2022-04-19 17:27:39.229182,MelindaAbrams
1516450299870953472,2022-04-19 17:28:19.272828,cH2ange
1515387973025648649,2022-04-19 19:17:38.264603,Herbsimmens
1516383106525282310,2022-04-19 19:17:56.810270,FoodstuffStore
1516476186574340097,2022-04-19 22:23:10.692919,shanoorseervai
1516397549107752969,2022-04-19 22:23:24.716962,ShaunSpiers1
1516475072663494662,2022-04-20 03:13:45.440821,InayatGhazan
1515968098456776712,2022-04-20 03:14:36.007116,PeHaring
1516349446212435969,2022-04-20 06:27:56.556705,RKSI_ORG
1516643599798046720,2022-04-20 06:28:04.636583,AlanCane604
1516422374656204801,2022-04-20 08:28:55.003860,Forbes
1516573921151434752,2022-04-20 08:29:30.747949,benjieflor
1516447027860627464,2022-04-20 11:18:11.554947,slovakspectator
1516456663565352965,2022-04-20 11:18:21.383446,matisaksk
1516655171333357570,2022-04-20 13:37:52.753092,M_S_Fricker
1516662327529066500,2022-04-20 13:38:27.700659,Ziyaggy
1516370732367941640,2022-04-20 15:25:09.752831,This_khushboo
1516670459693002754,2022-04-20 15:25:19.374728,vanessa_murdock
1516791728950419456,2022-04-20 19:17:58.137830,GEngida56
1516728179561480193,2022-04-20 19:18:09.672221,tveitdal
1516667138903314436,2022-04-20 20:24:00.347286,OrchestralGnu
1515010261429923842,2022-04-20 20:24:24.693143,mjlwry
1516796708797222913,2022-04-20 22:22:03.125127,farmersjournal
1516671736137326592,2022-04-20 22:22:11.499190,FoodDrinkEU
1516870150619734018,2022-04-20 23:22:27.456267,KathleenWesterg
1516737680519880712,2022-04-20 23:22:57.302806,geo_maps
1516713802301157377,2022-04-21 03:04:02.585966,energy_kuwait
1516945758410330112,2022-04-21 03:04:35.221851,JimBair62221006
1515981812958633993,2022-04-21 04:50:41.224258,ShingetsuNews
1516752771122221061,2022-04-21 04:51:40.964675,cws_nama
1516667090727538688,2022-04-21 11:19:06.491179,AfricaSustain1
1516812728790401025,2022-04-21 11:19:27.060912,washingtonpost
1516753855731707908,2022-04-21 13:32:55.276355,maravillage44
1516840551445942275,2022-04-21 13:33:02.695766,HauntedReading
1516683098552942595,2022-04-21 15:24:14.601602,Irishwildlife
1515079433807302657,2022-04-21 15:24:47.027436,Dragofix
1517114392059518976,2022-04-21 19:16:26.821963,OrdaininReality
1516511968647168004,2022-04-21 19:17:37.327574,BillionsRising
1516684837297569792,2022-04-21 20:26:25.407046,IMMAlab
1517182703078100996,2022-04-21 20:26:35.998591,PaulGaskinCFS
1517273986421469191,2022-04-21 23:20:46.345719,SmokeSignalBR
1517186605143973891,2022-04-21 23:21:03.367200,foodformzansi
1517331342501027840,2022-04-22 03:16:21.498426,KathyMorlang
1517246095524573188,2022-04-22 03:16:34.562806,baldwinbiogas
1516941530002382848,2022-04-22 08:26:28.560169,SNAWorldNews
1517415120548286464,2022-04-22 08:26:31.630280,usaid_mongolia
1517445559878963201,2022-04-22 11:18:19.944029,eurireland
1516941563645300736,2022-04-22 11:18:30.234760,akihabaranews
1516941425770102784,2022-04-22 15:23:01.997722,SNAEnvironment
1517262273777176576,2022-04-22 15:23:08.869368,WBG_DigitalDev
1517295743547052032,2022-04-22 17:27:57.711359,HowTheWestWS
1517467601609408512,2022-04-22 17:28:33.956343,kr31133
1517368951939878912,2022-04-22 19:17:23.273491,JJ_Angelus
1517476072278929408,2022-04-22 19:17:27.435850,fairdealguyana
1517403275661824001,2022-04-22 20:22:34.227417,EliMellemans
1517163751161573377,2022-04-22 20:22:45.659161,manilabulletin
1517286634961895424,2022-04-22 22:21:51.870525,reallianceaus
1517355405139189761,2022-04-22 22:22:10.500930,kenya_climate
1517479056647798784,2022-04-22 23:21:21.980918,DCUWater
1517337404486520832,2022-04-22 23:21:57.174236,Focus_Taiwan
1517500861697921024,2022-04-23 03:36:21.373305,SteveDewhirst1
1517531356066205696,2022-04-23 03:36:27.588582,TaxFoundation
1517041700685893633,2022-04-23 04:26:04.096592,SwissEmbSofia
1516377397716824074,2022-04-23 04:26:20.361696,mica_n_can
1517352885922983936,2022-04-23 06:25:37.397937,SteveRezdo
1517106940501012480,2022-04-23 06:25:56.518831,OccupyLondon
1517744167371165697,2022-04-23 08:24:38.321618,toddmargo
1517001376026427392,2022-04-23 08:24:44.810560,FCEHydrogen
1517185682011262977,2022-04-23 11:17:25.922249,BankTrack
1517110097302126594,2022-04-23 11:17:39.490424,RecourseTeam
1517452109024841730,2022-04-23 13:27:12.063997,TPSpencer88
1517655907412369408,2022-04-23 13:27:28.497954,A_Alshaalan
1517657512455114752,2022-04-23 15:22:01.378858,CBP
1517845182284247040,2022-04-23 15:22:05.995914,uyia_ghana
1517775456782667777,2022-04-23 17:21:26.631751,GEF_SGP
1517899850439921666,2022-04-23 17:21:38.275962,Flipboard
1517828129947013122,2022-04-23 20:21:54.352774,NewTimesRwanda
1517914593661575168,2022-04-23 20:22:07.137220,lawwizards
1517497805446733825,2022-04-23 22:20:31.570663,goldsheet
1517578878587478024,2022-04-23 22:20:41.435262,LukeRussert
1517922283335028738,2022-04-23 23:21:46.314910,Maria51866964
1517499124496613376,2022-04-23 23:21:52.990961,DomaTshering
1517731972142882816,2022-04-24 02:35:34.074080,patrickcook28
1518017716656828416,2022-04-24 02:35:41.501426,ReneeVoiceBrand
1517503247937847296,2022-04-24 03:32:16.664234,geisenbergerwes
1517516660885835778,2022-04-24 03:32:21.762391,DarkvecOne
1517930257373753344,2022-04-24 04:26:49.070261,DanTakhar
1517879193157128192,2022-04-24 04:27:35.745964,safe_climate
1517800586380554242,2022-04-24 06:26:07.301335,EnergyJvd
1517518610461245443,2022-04-24 06:26:25.382478,Matt_Elenjickal
1517820329376296960,2022-04-24 08:25:12.018759,blondoamazonico
1518036313454571520,2022-04-24 08:25:22.415503,arianewilkinson
1518153356430266369,2022-04-24 13:28:09.680137,Naturefreind
1517973615987232769,2022-04-24 13:28:21.579571,Youcantbeserio6
1517107795484622848,2022-04-24 15:21:33.794463,feedbackorg
1517877736014073858,2022-04-24 15:21:54.086416,RichardAKohn
1516804508084740099,2022-04-24 17:21:28.908229,ISalutem
1517592297088557056,2022-04-24 17:22:01.530248,shivanshpuri35
1518306538775011334,2022-04-24 19:17:11.566795,_Alexander_R__
1517503933723430913,2022-04-24 19:17:31.086182,NYCETC_org
1517655431434633216,2022-04-24 20:22:24.204379,M4G1Cal
1518322406628208647,2022-04-24 20:22:45.499125,WalkerAmerica
1518182727828357123,2022-04-24 23:20:53.397198,BagalueSunab
1517963144479469568,2022-04-24 23:21:04.256585,gohfaster
1518307093186740224,2022-04-25 02:55:49.974839,flater831
1518160483622301699,2022-04-25 02:55:54.208269,PandaParis_
1517404700387254273,2022-04-25 03:46:20.343522,Alexand49705280
1517848992125788161,2022-04-25 03:46:34.165855,infpwriter
