year,month,decimal,average,average_unc,trend,trend_unc,date
1994,3,1994.208,1741.96,0.89,1740.42,0.66,1994-03-01
1994,4,1994.292,1741.93,0.75,1741.03,0.66,1994-04-01
1994,5,1994.375,1740.63,1.08,1741.64,0.65,1994-05-01
1994,6,1994.458,1736.92,1.25,1742.25,0.63,1994-06-01
1994,7,1994.542,1732.42,1.18,1742.87,0.61,1994-07-01
1994,8,1994.625,1734.09,1.17,1743.51,0.58,1994-08-01
1994,9,1994.708,1742.97,0.91,1744.13,0.56,1994-09-01
1994,10,1994.792,1749.82,0.69,1744.75,0.53,1994-10-01
1994,11,1994.875,1751.25,0.75,1745.36,0.51,1994-11-01
1994,12,1994.958,1751.62,0.81,1745.96,0.49,1994-12-01
1995,1,1995.042,1751.11,0.91,1746.53,0.48,1995-01-01
1995,2,1995.125,1749.48,0.92,1747.05,0.47,1995-02-01
1995,3,1995.208,1749.02,0.65,1747.53,0.47,1995-03-01
1995,4,1995.292,1749.42,0.74,1747.98,0.47,1995-04-01
1995,5,1995.375,1747.63,1.04,1748.38,0.46,1995-05-01
1995,6,1995.458,1742.85,0.98,1748.73,0.46,1995-06-01
1995,7,1995.542,1740.16,0.97,1749.03,0.46,1995-07-01
1995,8,1995.625,1743.58,1.24,1749.29,0.47,1995-08-01
1995,9,1995.708,1749.8,1.2,1749.51,0.47,1995-09-01
1995,10,1995.792,1754.33,0.71,1749.69,0.48,1995-10-01
1995,11,1995.875,1755.49,0.85,1749.86,0.5,1995-11-01
1995,12,1995.958,1753.89,0.93,1750.01,0.52,1995-12-01
1996,1,1996.042,1752.28,0.96,1750.17,0.55,1996-01-01
1996,2,1996.125,1752.8,1.02,1750.32,0.58,1996-02-01
1996,3,1996.208,1752.3,0.9,1750.48,0.61,1996-03-01
1996,4,1996.292,1749.58,0.9,1750.66,0.64,1996-04-01
1996,5,1996.375,1748.26,0.99,1750.85,0.66,1996-05-01
1996,6,1996.458,1746.04,0.97,1751.06,0.68,1996-06-01
1996,7,1996.542,1742.02,0.93,1751.28,0.69,1996-07-01
1996,8,1996.625,1744.24,1.26,1751.51,0.69,1996-08-01
1996,9,1996.708,1752.59,1.37,1751.74,0.68,1996-09-01
1996,10,1996.792,1758.81,0.97,1751.97,0.66,1996-10-01
1996,11,1996.875,1760.01,0.9,1752.2,0.63,1996-11-01
1996,12,1996.958,1756.95,0.78,1752.43,0.6,1996-12-01
1997,1,1997.042,1753.38,0.88,1752.68,0.55,1997-01-01
1997,2,1997.125,1753.85,0.97,1752.92,0.5,1997-02-01
1997,3,1997.208,1755.68,0.76,1753.18,0.45,1997-03-01
1997,4,1997.292,1755.52,0.88,1753.48,0.41,1997-04-01
1997,5,1997.375,1753.83,0.66,1753.83,0.37,1997-05-01
1997,6,1997.458,1750.15,0.86,1754.23,0.34,1997-06-01
1997,7,1997.542,1746.12,0.96,1754.7,0.33,1997-07-01
1997,8,1997.625,1747.87,0.86,1755.26,0.34,1997-08-01
1997,9,1997.708,1755.03,0.87,1755.91,0.36,1997-09-01
1997,10,1997.792,1760.22,0.74,1756.65,0.39,1997-10-01
1997,11,1997.875,1761.68,0.85,1757.49,0.42,1997-11-01
1997,12,1997.958,1761.94,0.72,1758.43,0.45,1997-12-01
1998,1,1998.042,1761.49,0.83,1759.46,0.48,1998-01-01
1998,2,1998.125,1761.52,1.34,1760.52,0.5,1998-02-01
1998,3,1998.208,1763.03,1.54,1761.62,0.51,1998-03-01
1998,4,1998.292,1764.71,1.06,1762.79,0.53,1998-04-01
1998,5,1998.375,1764.22,0.83,1763.97,0.54,1998-05-01
1998,6,1998.458,1760.35,0.65,1765.14,0.55,1998-06-01
1998,7,1998.542,1756.16,0.94,1766.27,0.57,1998-07-01
1998,8,1998.625,1760.11,0.89,1767.35,0.59,1998-08-01
1998,9,1998.708,1770.54,1.26,1768.34,0.61,1998-09-01
1998,10,1998.792,1776.18,1.21,1769.24,0.63,1998-10-01
1998,11,1998.875,1775.54,0.83,1770.04,0.65,1998-11-01
1998,12,1998.958,1774.14,0.81,1770.73,0.66,1998-12-01
1999,1,1999.042,1773.84,0.97,1771.32,0.67,1999-01-01
1999,2,1999.125,1773.93,1.35,1771.79,0.67,1999-02-01
1999,3,1999.208,1774.65,1.13,1772.17,0.66,1999-03-01
1999,4,1999.292,1775.0,0.74,1772.48,0.64,1999-04-01
1999,5,1999.375,1772.69,0.88,1772.71,0.62,1999-05-01
1999,6,1999.458,1767.38,0.85,1772.89,0.59,1999-06-01
1999,7,1999.542,1762.96,0.8,1773.03,0.57,1999-07-01
1999,8,1999.625,1764.65,0.83,1773.13,0.56,1999-08-01
1999,9,1999.708,1771.05,0.86,1773.2,0.55,1999-09-01
1999,10,1999.792,1776.62,0.84,1773.26,0.55,1999-10-01
1999,11,1999.875,1778.59,0.68,1773.3,0.56,1999-11-01
1999,12,1999.958,1777.3,0.73,1773.33,0.57,1999-12-01
2000,1,2000.042,1775.5,1.0,1773.34,0.59,2000-01-01
2000,2,2000.125,1775.42,1.23,1773.33,0.6,2000-02-01
2000,3,2000.208,1776.5,1.33,1773.31,0.61,2000-03-01
2000,4,2000.292,1777.21,1.28,1773.26,0.62,2000-04-01
2000,5,2000.375,1774.55,1.1,1773.19,0.63,2000-05-01
2000,6,2000.458,1768.15,0.97,1773.09,0.63,2000-06-01
2000,7,2000.542,1763.46,0.77,1772.96,0.63,2000-07-01
2000,8,2000.625,1765.44,1.08,1772.8,0.63,2000-08-01
2000,9,2000.708,1772.07,1.13,1772.63,0.63,2000-09-01
2000,10,2000.792,1777.09,0.8,1772.43,0.63,2000-10-01
2000,11,2000.875,1777.71,0.88,1772.23,0.63,2000-11-01
2000,12,2000.958,1775.35,1.01,1772.02,0.64,2000-12-01
2001,1,2001.042,1772.87,0.86,1771.81,0.64,2001-01-01
2001,2,2001.125,1772.47,0.96,1771.62,0.63,2001-02-01
2001,3,2001.208,1773.66,1.02,1771.45,0.63,2001-03-01
2001,4,2001.292,1773.85,0.65,1771.3,0.62,2001-04-01
2001,5,2001.375,1770.71,0.76,1771.18,0.61,2001-05-01
2001,6,2001.458,1765.85,1.02,1771.09,0.6,2001-06-01
2001,7,2001.542,1762.74,1.05,1771.03,0.58,2001-07-01
2001,8,2001.625,1764.29,1.0,1771.01,0.56,2001-08-01
2001,9,2001.708,1770.41,0.93,1771.02,0.54,2001-09-01
2001,10,2001.792,1775.5,0.7,1771.05,0.51,2001-10-01
2001,11,2001.875,1776.54,0.69,1771.11,0.49,2001-11-01
2001,12,2001.958,1775.92,0.95,1771.19,0.48,2001-12-01
2002,1,2002.042,1774.09,1.08,1771.29,0.46,2002-01-01
2002,2,2002.125,1772.8,1.0,1771.41,0.46,2002-02-01
2002,3,2002.208,1773.42,0.66,1771.54,0.46,2002-03-01
2002,4,2002.292,1772.75,0.76,1771.7,0.47,2002-04-01
2002,5,2002.375,1770.29,0.83,1771.89,0.49,2002-05-01
2002,6,2002.458,1766.92,0.94,1772.1,0.51,2002-06-01
2002,7,2002.542,1764.21,0.91,1772.35,0.53,2002-07-01
2002,8,2002.625,1766.84,0.9,1772.64,0.56,2002-08-01
2002,9,2002.708,1773.69,0.98,1772.96,0.58,2002-09-01
2002,10,2002.792,1778.25,1.32,1773.34,0.59,2002-10-01
2002,11,2002.875,1779.49,1.18,1773.76,0.6,2002-11-01
2002,12,2002.958,1779.68,0.75,1774.23,0.6,2002-12-01
2003,1,2003.042,1777.53,0.96,1774.74,0.6,2003-01-01
2003,2,2003.125,1774.8,1.04,1775.27,0.59,2003-02-01
2003,3,2003.208,1774.87,0.8,1775.82,0.58,2003-03-01
2003,4,2003.292,1775.8,1.26,1776.4,0.56,2003-04-01
2003,5,2003.375,1774.43,1.02,1776.97,0.54,2003-05-01
2003,6,2003.458,1771.7,1.36,1777.52,0.53,2003-06-01
2003,7,2003.542,1770.7,1.82,1778.02,0.52,2003-07-01
2003,8,2003.625,1774.29,1.59,1778.48,0.51,2003-08-01
2003,9,2003.708,1780.58,0.99,1778.84,0.51,2003-09-01
2003,10,2003.792,1784.68,0.81,1779.11,0.5,2003-10-01
2003,11,2003.875,1785.26,0.93,1779.28,0.5,2003-11-01
2003,12,2003.958,1783.59,1.02,1779.32,0.5,2003-12-01
2004,1,2004.042,1780.86,0.99,1779.25,0.49,2004-01-01
2004,2,2004.125,1779.95,0.85,1779.07,0.49,2004-02-01
2004,3,2004.208,1780.98,0.83,1778.8,0.49,2004-03-01
2004,4,2004.292,1780.7,0.74,1778.41,0.49,2004-04-01
2004,5,2004.375,1777.55,0.98,1777.96,0.49,2004-05-01
2004,6,2004.458,1772.3,1.2,1777.45,0.5,2004-06-01
2004,7,2004.542,1767.99,0.78,1776.92,0.51,2004-07-01
2004,8,2004.625,1769.72,0.87,1776.37,0.52,2004-08-01
2004,9,2004.708,1775.49,1.05,1775.85,0.53,2004-09-01
2004,10,2004.792,1779.68,0.87,1775.37,0.53,2004-10-01
2004,11,2004.875,1780.46,0.92,1774.95,0.53,2004-11-01
2004,12,2004.958,1778.4,0.94,1774.6,0.53,2004-12-01
2005,1,2005.042,1776.32,1.07,1774.34,0.53,2005-01-01
2005,2,2005.125,1775.78,0.99,1774.17,0.53,2005-02-01
2005,3,2005.208,1775.46,0.94,1774.07,0.53,2005-03-01
2005,4,2005.292,1774.57,0.85,1774.05,0.53,2005-04-01
2005,5,2005.375,1772.22,0.67,1774.09,0.54,2005-05-01
2005,6,2005.458,1768.57,0.97,1774.18,0.55,2005-06-01
2005,7,2005.542,1766.26,0.87,1774.3,0.57,2005-07-01
2005,8,2005.625,1768.03,1.06,1774.43,0.58,2005-08-01
2005,9,2005.708,1773.12,1.19,1774.55,0.59,2005-09-01
2005,10,2005.792,1778.48,1.12,1774.65,0.58,2005-10-01
2005,11,2005.875,1781.21,0.81,1774.73,0.58,2005-11-01
2005,12,2005.958,1780.29,1.27,1774.77,0.56,2005-12-01
2006,1,2006.042,1779.5,0.93,1774.78,0.53,2006-01-01
2006,2,2006.125,1779.44,0.8,1774.77,0.51,2006-02-01
2006,3,2006.208,1777.41,0.71,1774.74,0.48,2006-03-01
2006,4,2006.292,1776.11,0.56,1774.71,0.46,2006-04-01
2006,5,2006.375,1774.9,0.89,1774.69,0.45,2006-05-01
2006,6,2006.458,1769.25,1.23,1774.72,0.45,2006-06-01
2006,7,2006.542,1764.16,1.12,1774.79,0.46,2006-07-01
2006,8,2006.625,1767.23,1.14,1774.94,0.48,2006-08-01
2006,9,2006.708,1774.61,1.33,1775.17,0.5,2006-09-01
2006,10,2006.792,1778.22,0.86,1775.49,0.51,2006-10-01
2006,11,2006.875,1779.02,0.67,1775.9,0.53,2006-11-01
2006,12,2006.958,1779.94,0.82,1776.4,0.54,2006-12-01
2007,1,2007.042,1779.15,1.03,1776.99,0.55,2007-01-01
2007,2,2007.125,1778.56,0.98,1777.61,0.56,2007-02-01
2007,3,2007.208,1780.3,0.86,1778.28,0.57,2007-03-01
2007,4,2007.292,1781.11,1.06,1779.01,0.58,2007-04-01
2007,5,2007.375,1779.42,1.32,1779.75,0.58,2007-05-01
2007,6,2007.458,1775.63,1.02,1780.48,0.59,2007-06-01
2007,7,2007.542,1772.6,1.04,1781.2,0.59,2007-07-01
2007,8,2007.625,1777.19,1.54,1781.9,0.6,2007-08-01
2007,9,2007.708,1785.9,1.59,1782.55,0.6,2007-09-01
2007,10,2007.792,1789.83,1.09,1783.16,0.6,2007-10-01
2007,11,2007.875,1789.5,0.96,1783.74,0.6,2007-11-01
2007,12,2007.958,1788.21,1.07,1784.28,0.6,2007-12-01
2008,1,2008.042,1786.67,1.07,1784.81,0.6,2008-01-01
2008,2,2008.125,1785.78,1.06,1785.3,0.6,2008-02-01
2008,3,2008.208,1786.18,1.23,1785.78,0.6,2008-03-01
2008,4,2008.292,1786.88,1.08,1786.29,0.6,2008-04-01
2008,5,2008.375,1785.19,0.92,1786.8,0.59,2008-05-01
2008,6,2008.458,1780.49,0.88,1787.34,0.57,2008-06-01
2008,7,2008.542,1777.64,0.89,1787.89,0.55,2008-07-01
2008,8,2008.625,1781.04,0.97,1788.46,0.53,2008-08-01
2008,9,2008.708,1787.68,0.98,1789.04,0.51,2008-09-01
2008,10,2008.792,1793.66,0.67,1789.62,0.48,2008-10-01
2008,11,2008.875,1797.3,1.2,1790.21,0.46,2008-11-01
2008,12,2008.958,1796.64,1.18,1790.78,0.46,2008-12-01
2009,1,2009.042,1795.06,0.83,1791.33,0.46,2009-01-01
2009,2,2009.125,1795.57,1.02,1791.84,0.48,2009-02-01
2009,3,2009.208,1796.0,0.98,1792.32,0.5,2009-03-01
2009,4,2009.292,1795.55,0.75,1792.77,0.53,2009-04-01
2009,5,2009.375,1792.34,0.66,1793.19,0.56,2009-05-01
2009,6,2009.458,1786.93,0.84,1793.58,0.59,2009-06-01
2009,7,2009.542,1784.96,1.05,1793.94,0.61,2009-07-01
2009,8,2009.625,1788.82,0.99,1794.28,0.62,2009-08-01
2009,9,2009.708,1794.84,1.29,1794.61,0.63,2009-09-01
2009,10,2009.792,1798.02,1.41,1794.93,0.62,2009-10-01
2009,11,2009.875,1797.88,0.82,1795.25,0.61,2009-11-01
2009,12,2009.958,1796.72,0.93,1795.58,0.6,2009-12-01
2010,1,2010.042,1797.11,1.26,1795.94,0.58,2010-01-01
2010,2,2010.125,1798.75,1.34,1796.3,0.57,2010-02-01
2010,3,2010.208,1799.48,1.2,1796.68,0.57,2010-03-01
2010,4,2010.292,1799.64,0.92,1797.09,0.57,2010-04-01
2010,5,2010.375,1797.71,1.18,1797.53,0.58,2010-05-01
2010,6,2010.458,1792.57,1.29,1797.97,0.59,2010-06-01
2010,7,2010.542,1789.46,0.95,1798.43,0.61,2010-07-01
2010,8,2010.625,1794.08,0.93,1798.91,0.62,2010-08-01
2010,9,2010.708,1801.87,1.0,1799.37,0.63,2010-09-01
2010,10,2010.792,1806.55,1.05,1799.84,0.63,2010-10-01
2010,11,2010.875,1807.04,1.02,1800.3,0.63,2010-11-01
2010,12,2010.958,1803.67,0.97,1800.75,0.62,2010-12-01
2011,1,2011.042,1800.47,1.03,1801.19,0.61,2011-01-01
2011,2,2011.125,1800.16,0.79,1801.61,0.61,2011-02-01
2011,3,2011.208,1801.0,0.58,1802.01,0.6,2011-03-01
2011,4,2011.292,1802.89,0.66,1802.42,0.61,2011-04-01
2011,5,2011.375,1803.3,0.83,1802.82,0.61,2011-05-01
2011,6,2011.458,1799.18,0.69,1803.22,0.63,2011-06-01
2011,7,2011.542,1796.19,0.85,1803.61,0.64,2011-07-01
2011,8,2011.625,1799.04,1.04,1804.01,0.65,2011-08-01
2011,9,2011.708,1804.09,1.8,1804.4,0.65,2011-09-01
2011,10,2011.792,1809.58,1.64,1804.8,0.65,2011-10-01
2011,11,2011.875,1812.39,1.11,1805.2,0.64,2011-11-01
2011,12,2011.958,1810.04,0.94,1805.62,0.63,2011-12-01
2012,1,2012.042,1807.27,0.95,1806.05,0.6,2012-01-01
2012,2,2012.125,1808.22,1.18,1806.46,0.58,2012-02-01
2012,3,2012.208,1809.94,0.82,1806.88,0.56,2012-03-01
2012,4,2012.292,1808.38,0.54,1807.33,0.55,2012-04-01
2012,5,2012.375,1804.68,1.16,1807.77,0.53,2012-05-01
2012,6,2012.458,1800.95,1.18,1808.21,0.53,2012-06-01
2012,7,2012.542,1799.27,1.12,1808.64,0.52,2012-07-01
2012,8,2012.625,1803.21,1.02,1809.08,0.53,2012-08-01
2012,9,2012.708,1810.12,1.13,1809.5,0.53,2012-09-01
2012,10,2012.792,1814.73,1.06,1809.9,0.54,2012-10-01
2012,11,2012.875,1815.85,1.15,1810.28,0.55,2012-11-01
2012,12,2012.958,1814.6,0.84,1810.65,0.56,2012-12-01
2013,1,2013.042,1814.05,0.91,1811.01,0.58,2013-01-01
2013,2,2013.125,1814.11,1.27,1811.34,0.59,2013-02-01
2013,3,2013.208,1813.27,1.0,1811.67,0.6,2013-03-01
2013,4,2013.292,1812.83,0.74,1812.01,0.62,2013-04-01
2013,5,2013.375,1811.92,0.86,1812.36,0.63,2013-05-01
2013,6,2013.458,1808.62,1.41,1812.73,0.64,2013-06-01
2013,7,2013.542,1805.98,1.7,1813.14,0.64,2013-07-01
2013,8,2013.625,1808.52,1.23,1813.61,0.64,2013-08-01
2013,9,2013.708,1814.28,0.98,1814.12,0.64,2013-09-01
2013,10,2013.792,1818.5,0.71,1814.71,0.63,2013-10-01
2013,11,2013.875,1820.33,0.68,1815.38,0.62,2013-11-01
2013,12,2013.958,1819.38,0.89,1816.13,0.61,2013-12-01
2014,1,2014.042,1816.84,1.03,1816.97,0.6,2014-01-01
2014,2,2014.125,1816.38,1.2,1817.84,0.59,2014-02-01
2014,3,2014.208,1818.16,1.21,1818.79,0.58,2014-03-01
2014,4,2014.292,1820.89,0.79,1819.83,0.57,2014-04-01
2014,5,2014.375,1821.89,0.83,1820.91,0.56,2014-05-01
2014,6,2014.458,1818.35,0.81,1822.03,0.55,2014-06-01
2014,7,2014.542,1815.53,1.02,1823.18,0.55,2014-07-01
2014,8,2014.625,1819.71,1.14,1824.34,0.54,2014-08-01
2014,9,2014.708,1826.89,1.15,1825.48,0.54,2014-09-01
2014,10,2014.792,1831.21,0.66,1826.6,0.53,2014-10-01
2014,11,2014.875,1833.05,0.65,1827.69,0.53,2014-11-01
2014,12,2014.958,1833.53,1.05,1828.74,0.53,2014-12-01
2015,1,2015.042,1832.89,1.21,1829.77,0.54,2015-01-01
2015,2,2015.125,1832.73,0.98,1830.72,0.54,2015-02-01
2015,3,2015.208,1833.11,0.76,1831.62,0.54,2015-03-01
2015,4,2015.292,1833.24,0.93,1832.52,0.54,2015-04-01
2015,5,2015.375,1831.8,0.92,1833.39,0.54,2015-05-01
2015,6,2015.458,1827.36,0.85,1834.23,0.54,2015-06-01
2015,7,2015.542,1824.78,1.06,1835.05,0.54,2015-07-01
2015,8,2015.625,1829.2,1.05,1835.87,0.54,2015-08-01
2015,9,2015.708,1836.3,1.03,1836.66,0.54,2015-09-01
2015,10,2015.792,1841.51,0.84,1837.43,0.54,2015-10-01
2015,11,2015.875,1844.74,0.99,1838.19,0.54,2015-11-01
2015,12,2015.958,1844.91,1.06,1838.94,0.55,2015-12-01
2016,1,2016.042,1842.39,0.85,1839.69,0.56,2016-01-01
2016,2,2016.125,1841.62,0.99,1840.38,0.57,2016-02-01
2016,3,2016.208,1843.01,0.76,1841.04,0.57,2016-03-01
2016,4,2016.292,1843.74,0.56,1841.72,0.58,2016-04-01
2016,5,2016.375,1842.12,0.78,1842.35,0.59,2016-05-01
2016,6,2016.458,1837.85,1.12,1842.96,0.59,2016-06-01
2016,7,2016.542,1834.16,1.06,1843.53,0.6,2016-07-01
2016,8,2016.625,1836.68,1.13,1844.1,0.6,2016-08-01
